phase_key,arm,calibrator,group,macro_f1_mean,macro_f1_std,macro_f1_count,log_loss_mean,log_loss_std,log_loss_count,roc_auc_mean,roc_auc_std,roc_auc_count,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,fnr_mean,fnr_std,fnr_count
P6_fixed,shared,isotonic,departure_missing,0.5309168443496801,,1,0.4686224483190091,,1,0.5694444444444444,,1,0.14762078065758374,,1,0.10852352114441276,,1,-0.0030877300823302367,,1,0.23076923076923078,,1,0.375,,1,0.625,,1
P6_fixed,shared,isotonic,overall,0.5069523809523809,,1,0.676780083086169,,1,0.5604893214382265,,1,0.1520971211190594,,1,0.05083863722549739,,1,0.009979397110444987,,1,0.2037037037037037,,1,0.36666666666666664,,1,0.6333333333333333,,1
P6_fixed,shared,none,arrival_missing,0.48231884057971014,,1,0.46478102177915004,,1,0.5,,1,0.14416007651076307,,1,0.04455560865523135,,1,0.007422781901076203,,1,0.17647058823529413,,1,0.375,,1,0.625,,1
P6_fixed,shared,none,both_missing,0.4444444444444444,,1,0.5138696802214615,,1,0.25,,1,0.16440284401155503,,1,0.030309505759467364,,1,-0.030309505759467364,,1,,,0,0.0,,1,1.0,,1
P6_fixed,shared,none,both_observed,0.49519710164195974,,1,0.4738765300897864,,1,0.5399612147219013,,1,0.1486997641725705,,1,0.045783486416482604,,1,-0.006299640752819413,,1,0.18699186991869918,,1,0.3150684931506849,,1,0.684931506849315,,1
P6_fixed,shared,none,departure_missing,0.48235294117647054,,1,0.467568436266581,,1,0.6111111111111112,,1,0.14660959254908135,,1,0.0497670216617625,,1,-0.017522379427171553,,1,0.16666666666666666,,1,0.25,,1,0.75,,1
P6_fixed,shared,none,overall,0.4933340582862114,,1,0.472868387837965,,1,0.5422681805893484,,1,0.1482470346868548,,1,0.03942414363060104,,1,-0.006237556844579162,,1,0.18421052631578946,,1,0.3111111111111111,,1,0.6888888888888889,,1
P6_fixed,shared,platt,arrival_missing,0.49189189189189186,,1,0.45691788798490907,,1,0.4967948717948718,,1,0.14154563503780995,,1,0.01156265028600995,,1,0.011562650286009973,,1,0.16666666666666666,,1,0.25,,1,0.75,,1
P6_fixed,shared,platt,both_missing,0.4444444444444444,,1,0.4956760803610451,,1,0.5,,1,0.1586687680017945,,1,0.019698513870080703,,1,-0.019698513870080703,,1,,,0,0.0,,1,1.0,,1
P6_fixed,shared,platt,both_observed,0.508688524590164,,1,0.47082940145679536,,1,0.5401675193926391,,1,0.14776540674404157,,1,0.00664180928179112,,1,0.0035737431098087913,,1,0.2047244094488189,,1,0.3561643835616438,,1,0.6438356164383562,,1
