phase_key,arm,calibrator,group,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,log_loss_mean,log_loss_std,log_loss_count,macro_f1_mean,macro_f1_std,macro_f1_count,roc_auc_mean,roc_auc_std,roc_auc_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,n_mean,n_std,n_count
P6_clean,shared,platt,arrival_missing,0.1375397739147507,,1,0.0438194013276055,,1,0.4429097991283147,,1,0.5712280701754386,,1,0.5769230769230769,,1,0.375,,1,0.2727272727272727,,1,0.0119060711638853,,1,47.0,,1
P6_clean,shared,platt,both_missing,0.1753807405945677,,1,0.1239674219698194,,1,0.5537401040815931,,1,0.2857142857142857,,1,0.25,,1,0.0,,1,0.0,,1,-0.0283561194834819,,1,5.0,,1
P6_clean,shared,platt,both_observed,0.1471016965272145,,1,0.0051903545916184,,1,0.4687593849436367,,1,0.4943387836081275,,1,0.556548110249216,,1,0.2876712328767123,,1,0.1826086956521739,,1,0.0051903545916184,,1,405.0,,1
P6_clean,shared,platt,departure_missing,0.1493631416506976,,1,0.0042280825611911,,1,0.4772934342047299,,1,0.5260977630488816,,1,0.4618055555555556,,1,0.25,,1,0.2222222222222222,,1,-0.0037838090062809,,1,44.0,,1
P6_clean,shared,platt,overall,0.146685505794648,,1,0.0062910835739683,,1,0.4679319822088219,,1,0.5016342191274691,,1,0.5519735063530684,,1,0.2888888888888888,,1,0.1897810218978102,,1,0.0046974266678928,,1,501.0,,1
P6_clean,split,isotonic,arrival_missing,0.1372328368395582,,1,0.0349676858441991,,1,0.4316202717426775,,1,0.5366922234392114,,1,0.6490384615384616,,1,0.125,,1,0.3333333333333333,,1,0.0251266071405366,,1,47.0,,1
P6_clean,split,isotonic,both_missing,0.1989844347208837,,1,0.3385618134650688,,1,0.6253058334679656,,1,0.375,,1,0.25,,1,0.0,,1,0.0,,1,-0.0169937420904867,,1,5.0,,1
P6_clean,split,isotonic,both_observed,0.1486525685866896,,1,0.0569901324274394,,1,0.9494478028444432,,1,0.4992754682867816,,1,0.6009448753919789,,1,0.0958904109589041,,1,0.2058823529411764,,1,0.0143123738638126,,1,405.0,,1
P6_clean,split,isotonic,departure_missing,0.1618172078480082,,1,0.118917184937569,,1,1.2639758363736258,,1,0.4430379746835443,,1,0.4513888888888888,,1,0.0,,1,0.0,,1,-0.0081548131545044,,1,44.0,,1
P6_clean,split,isotonic,overall,0.1492397463632441,,1,0.0623505724545772,,1,0.9252574428975742,,1,0.4972961453421775,,1,0.5884698567180319,,1,0.0888888888888888,,1,0.2051282051282051,,1,0.013041280361674,,1,501.0,,1
P6_clean,split,none,arrival_missing,0.1398605778308875,,1,0.0676355482826675,,1,0.446874543911202,,1,0.4823188405797101,,1,0.5769230769230769,,1,0.375,,1,0.1764705882352941,,1,0.0128361287829123,,1,47.0,,1
P6_clean,split,none,both_missing,0.1912289446404854,,1,0.2891372247226192,,1,0.6292716476535509,,1,0.2857142857142857,,1,0.25,,1,0.0,,1,0.0,,1,-0.0421774822116446,,1,5.0,,1
P6_clean,split,none,both_observed,0.1476384120529348,,1,0.020732877761389,,1,0.4693969478597605,,1,0.5235294117647059,,1,0.5722272652252847,,1,0.2876712328767123,,1,0.2164948453608247,,1,-0.0035256770322503,,1,405.0,,1
P6_clean,split,none,departure_missing,0.154236497280272,,1,0.0315668841373421,,1,0.497399099578159,,1,0.4133333333333333,,1,0.4409722222222222,,1,0.0,,1,0.0,,1,-0.0208296108076983,,1,44.0,,1
P6_clean,split,none,overall,0.1479232627605284,,1,0.0243243713240517,,1,0.4713388943447829,,1,0.5107099418217985,,1,0.5576507164098405,,1,0.2666666666666666,,1,0.1983471074380165,,1,-0.0038961904827574,,1,501.0,,1
P6_clean,split,platt,arrival_missing,0.1410977299188765,,1,0.0540919793709246,,1,0.4555059514220524,,1,0.5712280701754386,,1,0.4807692307692308,,1,0.375,,1,0.2727272727272727,,1,0.0188911037637807,,1,47.0,,1
P6_clean,split,platt,both_missing,0.1609508497792447,,1,0.0967768397124884,,1,0.5031688791881727,,1,0.2857142857142857,,1,0.5,,1,0.0,,1,0.0,,1,-0.0133635157445861,,1,5.0,,1
P6_clean,split,platt,both_observed,0.1473232923786313,,1,0.0114668248892211,,1,0.4698899765642263,,1,0.4808891082645352,,1,0.557909721076085,,1,0.3287671232876712,,1,0.1764705882352941,,1,0.0114668248892211,,1,405.0,,1
P6_clean,split,platt,departure_missing,0.1477155345035394,,1,0.0255936703643013,,1,0.4713926352033763,,1,0.5260977630488816,,1,0.4722222222222222,,1,0.25,,1,0.2222222222222222,,1,0.0095009021594423,,1,44.0,,1
P6_clean,split,platt,overall,0.1469097095540615,,1,0.011742850445758,,1,0.4690046717968813,,1,0.4909407889107555,,1,0.5501351716680184,,1,0.3222222222222222,,1,0.1835443037974683,,1,0.011742850445758,,1,501.0,,1
P6_fixed,shared,isotonic,arrival_missing,0.1641108829262808,,1,0.0617475770433002,,1,1.221811541779842,,1,0.4683257918552036,,1,0.5689102564102565,,1,0.375,,1,0.1666666666666666,,1,0.0434616076935011,,1,47.0,,1
P6_fixed,shared,isotonic,both_missing,0.1776211256369273,,1,0.2139614986712648,,1,0.5571190566065425,,1,0.375,,1,0.25,,1,0.0,,1,0.0,,1,-0.0262691909789571,,1,5.0,,1
P6_fixed,shared,isotonic,both_observed,0.1508741387802351,,1,0.0507571845161708,,1,0.6376214719838247,,1,0.5102701649881107,,1,0.5623452714969466,,1,0.3698630136986301,,1,0.2076923076923077,,1,0.0079609591833474,,1,405.0,,1
P6_fixed,shared,isotonic,departure_missing,0.1476207806575837,,1,0.1085235211444127,,1,0.4686224483190091,,1,0.5309168443496801,,1,0.5694444444444444,,1,0.375,,1,0.2307692307692307,,1,-0.0030877300823302,,1,44.0,,1
P6_fixed,shared,isotonic,overall,0.1520971211190594,,1,0.0508386372254973,,1,0.676780083086169,,1,0.5069523809523809,,1,0.5604893214382265,,1,0.3666666666666666,,1,0.2037037037037037,,1,0.0099793971104449,,1,501.0,,1
P6_fixed,shared,none,arrival_missing,0.144160076510763,,1,0.0445556086552313,,1,0.46478102177915,,1,0.4823188405797101,,1,0.5,,1,0.375,,1,0.1764705882352941,,1,0.0074227819010762,,1,47.0,,1
P6_fixed,shared,none,both_missing,0.164402844011555,,1,0.0303095057594673,,1,0.5138696802214615,,1,0.4444444444444444,,1,0.25,,1,0.0,,1,,,0,-0.0303095057594673,,1,5.0,,1
P6_fixed,shared,none,both_observed,0.1486997641725705,,1,0.0457834864164826,,1,0.4738765300897864,,1,0.4951971016419597,,1,0.5399612147219013,,1,0.3150684931506849,,1,0.1869918699186991,,1,-0.0062996407528194,,1,405.0,,1
P6_fixed,shared,none,departure_missing,0.1466095925490813,,1,0.0497670216617625,,1,0.467568436266581,,1,0.4823529411764705,,1,0.6111111111111112,,1,0.25,,1,0.1666666666666666,,1,-0.0175223794271715,,1,44.0,,1
P6_fixed,shared,none,overall,0.1482470346868548,,1,0.039424143630601,,1,0.472868387837965,,1,0.4933340582862114,,1,0.5422681805893484,,1,0.3111111111111111,,1,0.1842105263157894,,1,-0.0062375568445791,,1,501.0,,1
P6_fixed,shared,platt,arrival_missing,0.1415456350378099,,1,0.0115626502860099,,1,0.456917887984909,,1,0.4918918918918918,,1,0.4967948717948718,,1,0.25,,1,0.1666666666666666,,1,0.0115626502860099,,1,47.0,,1
P6_fixed,shared,platt,both_missing,0.1586687680017945,,1,0.0196985138700807,,1,0.4956760803610451,,1,0.4444444444444444,,1,0.5,,1,0.0,,1,,,0,-0.0196985138700807,,1,5.0,,1
P6_fixed,shared,platt,both_observed,0.1477654067440415,,1,0.0066418092817911,,1,0.4708294014567953,,1,0.508688524590164,,1,0.5401675193926391,,1,0.3561643835616438,,1,0.2047244094488189,,1,0.0035737431098087,,1,405.0,,1
P6_fixed,shared,platt,departure_missing,0.1471360649700002,,1,0.0158804196226427,,1,0.4690415883371167,,1,0.5260977630488816,,1,0.5868055555555556,,1,0.25,,1,0.2222222222222222,,1,-0.000793876905035,,1,44.0,,1
