phase_key,seed,n,positives,positive_rate,mean_probability,calibration_bias,macro_f1,log_loss,roc_auc,brier,ece_10,tn,fp,fn,tp,precision,recall,fpr,fnr,error_rate
P6_clean,1,255001,45000,0.1764698961964855,0.17433874030187355,-0.0021311558946119635,0.5750685950046586,0.44775069126438716,0.6422511471638496,0.139971833230539,0.004359696022416229,171881,38120,29491,15509,0.2891905498890526,0.3446444444444444,0.1815229451288327,0.6553555555555556,0.26514013670534625
P6_clean,7,255001,45000,0.1764698961964855,0.1740174955159232,-0.002452400680562322,0.5750597287568888,0.4477545826854919,0.6418435037081833,0.13994689069794547,0.003878106649944334,174574,35427,30326,14674,0.2928883655016866,0.3260888888888889,0.16869919667049205,0.6739111111111111,0.2578538907690558
P6_clean,42,255001,45000,0.1764698961964855,0.17448527446651843,-0.0019846217299670788,0.5769259579486619,0.4472250784831184,0.6443165863231339,0.1397929100396355,0.005527354989208322,173448,36553,29789,15211,0.2938528707209644,0.3380222222222222,0.17406107589963857,0.6619777777777778,0.26016368563260533
P6_fixed,1,255001,45000,0.1764698961964855,0.17419592673934928,-0.0022739694571362323,0.5743914520922355,0.4480811425217061,0.6410342726410297,0.1400839441321873,0.004393855043452165,171955,38046,29585,15415,0.28834103365069863,0.34255555555555556,0.18117056585444832,0.6574444444444445,0.2652185677703225
P6_fixed,7,255001,45000,0.1764698961964855,0.1746142002788731,-0.001855695917612421,0.5772582751266085,0.44737475280647837,0.6433219858741412,0.13983081962927799,0.005144223476680823,172299,37702,29394,15606,0.29275155698957006,0.3468,0.17953247841676945,0.6532,0.2631205367822087
P6_fixed,42,255001,45000,0.1764698961964855,0.17433356565460498,-0.0021363305418805323,0.576536114963472,0.44733370206084616,0.6439163612448406,0.13983821652460954,0.005665994141261859,172482,37519,29527,15473,0.29198746980676327,0.34384444444444445,0.17866105399498097,0.6561555555555556,0.26292445911976814
