seed,fold_fingerprint,macro_f1_nested_delta_on_minus_off,log_loss_delta_on_minus_off,roc_auc_delta_on_minus_off,f1_at_050_delta_on_minus_off,recall_delta_on_minus_off
42,6d5c2e00619f9e0dcef48814484896fa958bcaae0cc570dfe87e50024c4ea28b,0.025323682269766667,-0.011327211808278448,0.032010802507813074,0.023484632926689786,0.0030498349316145368
1,f2f07507f085b3ee18e7c56515b70bc7491c6a2d180eeeb0e2e9cb9f72a0c8f1,0.0244208085060188,-0.011462320892383637,0.03229058132499252,0.02720826294779438,0.023769847508253394
7,633e0cba3bc151ceb9f2d2ba7ee20a9da6809dac4e66923debe171c478e06172,0.02536157153414509,-0.011493119955630238,0.03265038647659191,0.024687117565125316,0.0017921710422889592
