bin,lower,upper,n,mean_probability,observed_rate,phase_key,seed,dimension,group
3,0.3,0.4,10667,0.3349316835108595,0.3431142776788225,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
4,0.4,0.5,1377,0.43325638233068986,0.4066811909949165,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
5,0.5,0.6,168,0.5284529656072519,0.48214285714285715,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
6,0.6,0.7,13,0.6278550259086177,0.46153846153846156,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
8,0.8,0.9,0,,,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
9,0.9,1.0,0,,,P6_clean,42,raw_missing__Carrier_Code(IATA),observed
0,0.0,0.1,3627,0.08539721767780205,0.08133443617314585,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
1,0.1,0.2,15786,0.14963368110896536,0.15380717091093374,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
2,0.2,0.3,7036,0.23819242479263747,0.26065946560545766,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
3,0.3,0.4,1268,0.3346387681623403,0.34069400630914826,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
4,0.4,0.5,155,0.4361021474022652,0.4064516129032258,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
5,0.5,0.6,13,0.5293966393130729,0.6923076923076923,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
6,0.6,0.7,3,0.6518072655398036,0.3333333333333333,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
7,0.7,0.8,0,,,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
8,0.8,0.9,0,,,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
9,0.9,1.0,0,,,P6_clean,42,raw_missing__Carrier_Code(IATA),missing
0,0.0,0.1,29581,0.08511884996848838,0.07890199790406004,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
1,0.1,0.2,127699,0.1494657895910018,0.14790248944784218,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
2,0.2,0.3,57773,0.23878478024286456,0.2523324044103647,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
3,0.3,0.4,10619,0.33506776979973163,0.3433468311517092,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
4,0.4,0.5,1385,0.43376645726466434,0.4108303249097473,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
5,0.5,0.6,160,0.5294328875019352,0.4875,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
6,0.6,0.7,13,0.6361800092855969,0.46153846153846156,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
8,0.8,0.9,0,,,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
9,0.9,1.0,0,,,P6_clean,42,raw_missing__Carrier_ID(DOT),observed
0,0.0,0.1,3635,0.08549283822447476,0.0858321870701513,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
1,0.1,0.2,15553,0.14953409072373922,0.14833151160547806,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
2,0.2,0.3,7095,0.23817729067027155,0.24947145877378435,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
3,0.3,0.4,1316,0.33355135147175935,0.33890577507598785,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
4,0.4,0.5,147,0.43145121091939415,0.3673469387755102,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
5,0.5,0.6,21,0.5215710729894587,0.5714285714285714,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
6,0.6,0.7,3,0.615732337572894,0.3333333333333333,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
7,0.7,0.8,0,,,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
8,0.8,0.9,0,,,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
9,0.9,1.0,0,,,P6_clean,42,raw_missing__Carrier_ID(DOT),missing
0,0.0,0.1,33216,0.08515977745254757,0.07966040462427745,P6_clean,42,raw_missing__Tail_Number,observed
1,0.1,0.2,143252,0.14947320510713744,0.14794906877390893,P6_clean,42,raw_missing__Tail_Number,observed
2,0.2,0.3,64868,0.238718335485549,0.2520194857248566,P6_clean,42,raw_missing__Tail_Number,observed
3,0.3,0.4,11935,0.3349005635559435,0.34285714285714286,P6_clean,42,raw_missing__Tail_Number,observed
4,0.4,0.5,1532,0.43354430242605163,0.4066579634464752,P6_clean,42,raw_missing__Tail_Number,observed
5,0.5,0.6,181,0.5285207432767307,0.4972375690607735,P6_clean,42,raw_missing__Tail_Number,observed
6,0.6,0.7,16,0.6323460708394651,0.4375,P6_clean,42,raw_missing__Tail_Number,observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,raw_missing__Tail_Number,observed
8,0.8,0.9,0,,,P6_clean,42,raw_missing__Tail_Number,observed
9,0.9,1.0,0,,,P6_clean,42,raw_missing__Tail_Number,observed
0,0.0,0.1,30876,0.0849357342963393,0.07912294338644903,P6_clean,42,feature_missing__Airline,observed
1,0.1,0.2,130212,0.1494286235507866,0.14779743802414524,P6_clean,42,feature_missing__Airline,observed
2,0.2,0.3,60987,0.2389510292587141,0.25257841835145195,P6_clean,42,feature_missing__Airline,observed
3,0.3,0.4,11385,0.33484065730154905,0.3432586736934563,P6_clean,42,feature_missing__Airline,observed
4,0.4,0.5,1475,0.43367430970976906,0.40271186440677964,P6_clean,42,feature_missing__Airline,observed
5,0.5,0.6,173,0.5284360749701325,0.4913294797687861,P6_clean,42,feature_missing__Airline,observed
6,0.6,0.7,16,0.6323460708394651,0.4375,P6_clean,42,feature_missing__Airline,observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,feature_missing__Airline,observed
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Airline,observed
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Airline,observed
0,0.0,0.1,2340,0.08811599817523433,0.08675213675213675,P6_clean,42,feature_missing__Airline,missing
1,0.1,0.2,13040,0.14991837793041615,0.14946319018404908,P6_clean,42,feature_missing__Airline,missing
2,0.2,0.3,3881,0.23506172761540778,0.24323627930945632,P6_clean,42,feature_missing__Airline,missing
3,0.3,0.4,550,0.3361406230219083,0.33454545454545453,P6_clean,42,feature_missing__Airline,missing
4,0.4,0.5,57,0.4301800788561672,0.5087719298245614,P6_clean,42,feature_missing__Airline,missing
5,0.5,0.6,8,0.5303516954069155,0.625,P6_clean,42,feature_missing__Airline,missing
6,0.6,0.7,0,,,P6_clean,42,feature_missing__Airline,missing
7,0.7,0.8,0,,,P6_clean,42,feature_missing__Airline,missing
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Airline,missing
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Airline,missing
0,0.0,0.1,33182,0.08516392890024392,0.07956120788379242,P6_clean,42,feature_missing__Dep_Hour,observed
1,0.1,0.2,140754,0.14935279731381343,0.14771871492106797,P6_clean,42,feature_missing__Dep_Hour,observed
2,0.2,0.3,64407,0.23878211169076669,0.252177558339932,P6_clean,42,feature_missing__Dep_Hour,observed
3,0.3,0.4,11900,0.3348959878864207,0.3434453781512605,P6_clean,42,feature_missing__Dep_Hour,observed
4,0.4,0.5,1529,0.4335296392314702,0.40745585349901897,P6_clean,42,feature_missing__Dep_Hour,observed
5,0.5,0.6,181,0.5285207432767307,0.4972375690607735,P6_clean,42,feature_missing__Dep_Hour,observed
6,0.6,0.7,16,0.6323460708394651,0.4375,P6_clean,42,feature_missing__Dep_Hour,observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,feature_missing__Dep_Hour,observed
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Dep_Hour,observed
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Dep_Hour,observed
0,0.0,0.1,34,0.08110820870372049,0.17647058823529413,P6_clean,42,feature_missing__Dep_Hour,missing
1,0.1,0.2,2498,0.15625778418701144,0.16092874299439552,P6_clean,42,feature_missing__Dep_Hour,missing
2,0.2,0.3,461,0.22980806639779047,0.2299349240780911,P6_clean,42,feature_missing__Dep_Hour,missing
3,0.3,0.4,35,0.3364562911936772,0.14285714285714285,P6_clean,42,feature_missing__Dep_Hour,missing
4,0.4,0.5,3,0.44101764393106674,0.0,P6_clean,42,feature_missing__Dep_Hour,missing
5,0.5,0.6,0,,,P6_clean,42,feature_missing__Dep_Hour,missing
6,0.6,0.7,0,,,P6_clean,42,feature_missing__Dep_Hour,missing
7,0.7,0.8,0,,,P6_clean,42,feature_missing__Dep_Hour,missing
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Dep_Hour,missing
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Dep_Hour,missing
0,0.0,0.1,33182,0.08516392890024392,0.07956120788379242,P6_clean,42,feature_missing__Arr_Hour,observed
1,0.1,0.2,140754,0.14935279731381343,0.14771871492106797,P6_clean,42,feature_missing__Arr_Hour,observed
2,0.2,0.3,64407,0.23878211169076669,0.252177558339932,P6_clean,42,feature_missing__Arr_Hour,observed
3,0.3,0.4,11900,0.3348959878864207,0.3434453781512605,P6_clean,42,feature_missing__Arr_Hour,observed
4,0.4,0.5,1529,0.4335296392314702,0.40745585349901897,P6_clean,42,feature_missing__Arr_Hour,observed
5,0.5,0.6,181,0.5285207432767307,0.4972375690607735,P6_clean,42,feature_missing__Arr_Hour,observed
6,0.6,0.7,16,0.6323460708394651,0.4375,P6_clean,42,feature_missing__Arr_Hour,observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,feature_missing__Arr_Hour,observed
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Arr_Hour,observed
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Arr_Hour,observed
0,0.0,0.1,34,0.08110820870372049,0.17647058823529413,P6_clean,42,feature_missing__Arr_Hour,missing
1,0.1,0.2,2498,0.15625778418701144,0.16092874299439552,P6_clean,42,feature_missing__Arr_Hour,missing
2,0.2,0.3,461,0.22980806639779047,0.2299349240780911,P6_clean,42,feature_missing__Arr_Hour,missing
3,0.3,0.4,35,0.3364562911936772,0.14285714285714285,P6_clean,42,feature_missing__Arr_Hour,missing
4,0.4,0.5,3,0.44101764393106674,0.0,P6_clean,42,feature_missing__Arr_Hour,missing
5,0.5,0.6,0,,,P6_clean,42,feature_missing__Arr_Hour,missing
6,0.6,0.7,0,,,P6_clean,42,feature_missing__Arr_Hour,missing
7,0.7,0.8,0,,,P6_clean,42,feature_missing__Arr_Hour,missing
8,0.8,0.9,0,,,P6_clean,42,feature_missing__Arr_Hour,missing
9,0.9,1.0,0,,,P6_clean,42,feature_missing__Arr_Hour,missing
0,0.0,0.1,15188,0.08478009788219303,0.07861469581248354,P6_clean,42,raw_missing_count,0
1,0.1,0.2,63105,0.14935414767881314,0.14688218049282942,P6_clean,42,raw_missing_count,0
2,0.2,0.3,29210,0.23899385600170187,0.2485107839780897,P6_clean,42,raw_missing_count,0
3,0.3,0.4,5494,0.3347734150076986,0.3440116490717146,P6_clean,42,raw_missing_count,0
4,0.4,0.5,694,0.43233436019638904,0.41354466858789624,P6_clean,42,raw_missing_count,0
5,0.5,0.6,87,0.5287945468746332,0.42528735632183906,P6_clean,42,raw_missing_count,0
6,0.6,0.7,8,0.6302691245656556,0.375,P6_clean,42,raw_missing_count,0
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,raw_missing_count,0
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,0
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,0
0,0.0,0.1,12716,0.0853572417656913,0.08162944322113873,P6_clean,42,raw_missing_count,1
1,0.1,0.2,54291,0.14928854498484928,0.14897496822677792,P6_clean,42,raw_missing_count,1
2,0.2,0.3,25011,0.2387567508515752,0.25552756787013714,P6_clean,42,raw_missing_count,1
3,0.3,0.4,4634,0.33499873044640394,0.3422529132498921,P6_clean,42,raw_missing_count,1
4,0.4,0.5,601,0.43522041224814445,0.40931780366056575,P6_clean,42,raw_missing_count,1
5,0.5,0.6,62,0.5307374821671764,0.5483870967741935,P6_clean,42,raw_missing_count,1
6,0.6,0.7,7,0.6376988305797228,0.5714285714285714,P6_clean,42,raw_missing_count,1
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,1
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,1
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,1
0,0.0,0.1,4458,0.08556107061626697,0.07851054284432481,P6_clean,42,raw_missing_count,2
1,0.1,0.2,20814,0.14992071548743738,0.14773710002882676,P6_clean,42,raw_missing_count,2
2,0.2,0.3,8727,0.23805551423159477,0.2516328635269852,P6_clean,42,raw_missing_count,2
3,0.3,0.4,1502,0.3348201498440176,0.3428761651131824,P6_clean,42,raw_missing_count,2
4,0.4,0.5,201,0.4328905858471333,0.3880597014925373,P6_clean,42,raw_missing_count,2
5,0.5,0.6,27,0.5224370171371976,0.5185185185185185,P6_clean,42,raw_missing_count,2
6,0.6,0.7,1,0.6114923228481371,0.0,P6_clean,42,raw_missing_count,2
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,2
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,2
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,2
0,0.0,0.1,781,0.08698701506593064,0.07426376440460948,P6_clean,42,raw_missing_count,3
1,0.1,0.2,4437,0.1510151807979633,0.15100292990759523,P6_clean,42,raw_missing_count,3
2,0.2,0.3,1713,0.23748847422295288,0.25569176882662,P6_clean,42,raw_missing_count,3
3,0.3,0.4,278,0.3362448654875198,0.3381294964028777,P6_clean,42,raw_missing_count,3
4,0.4,0.5,32,0.43052684799033303,0.34375,P6_clean,42,raw_missing_count,3
5,0.5,0.6,4,0.5196616815612398,1.0,P6_clean,42,raw_missing_count,3
6,0.6,0.7,0,,,P6_clean,42,raw_missing_count,3
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,3
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,3
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,3
0,0.0,0.1,67,0.08535842123188167,0.07462686567164178,P6_clean,42,raw_missing_count,4
1,0.1,0.2,556,0.1522411887580767,0.1564748201438849,P6_clean,42,raw_missing_count,4
2,0.2,0.3,196,0.23286606684655456,0.30612244897959184,P6_clean,42,raw_missing_count,4
3,0.3,0.4,24,0.334627836134328,0.2916666666666667,P6_clean,42,raw_missing_count,4
4,0.4,0.5,4,0.4486226720794502,0.25,P6_clean,42,raw_missing_count,4
5,0.5,0.6,1,0.566958871680927,1.0,P6_clean,42,raw_missing_count,4
6,0.6,0.7,0,,,P6_clean,42,raw_missing_count,4
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,4
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,4
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,4
0,0.0,0.1,6,0.08953819003266787,0.16666666666666666,P6_clean,42,raw_missing_count,5
1,0.1,0.2,48,0.14581058394900323,0.10416666666666667,P6_clean,42,raw_missing_count,5
2,0.2,0.3,10,0.24309332731887418,0.4,P6_clean,42,raw_missing_count,5
3,0.3,0.4,2,0.32596330341582486,0.0,P6_clean,42,raw_missing_count,5
4,0.4,0.5,0,,,P6_clean,42,raw_missing_count,5
5,0.5,0.6,0,,,P6_clean,42,raw_missing_count,5
6,0.6,0.7,0,,,P6_clean,42,raw_missing_count,5
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,5
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,5
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,5
0,0.0,0.1,0,,,P6_clean,42,raw_missing_count,6
1,0.1,0.2,1,0.1685546285716395,0.0,P6_clean,42,raw_missing_count,6
2,0.2,0.3,1,0.22444549997410507,0.0,P6_clean,42,raw_missing_count,6
3,0.3,0.4,1,0.350034753952894,0.0,P6_clean,42,raw_missing_count,6
4,0.4,0.5,0,,,P6_clean,42,raw_missing_count,6
5,0.5,0.6,0,,,P6_clean,42,raw_missing_count,6
6,0.6,0.7,0,,,P6_clean,42,raw_missing_count,6
7,0.7,0.8,0,,,P6_clean,42,raw_missing_count,6
8,0.8,0.9,0,,,P6_clean,42,raw_missing_count,6
9,0.9,1.0,0,,,P6_clean,42,raw_missing_count,6
0,0.0,0.1,27000,0.08507054690701776,0.08033333333333334,P6_clean,42,raw_time_pattern,both_observed
1,0.1,0.2,112807,0.1493786806713716,0.1478808939161577,P6_clean,42,raw_time_pattern,both_observed
2,0.2,0.3,51671,0.2388867947687998,0.25103055872733254,P6_clean,42,raw_time_pattern,both_observed
3,0.3,0.4,9643,0.33469736541024425,0.34180234366898266,P6_clean,42,raw_time_pattern,both_observed
4,0.4,0.5,1221,0.4331688046403042,0.42096642096642095,P6_clean,42,raw_time_pattern,both_observed
5,0.5,0.6,150,0.528694180044576,0.4866666666666667,P6_clean,42,raw_time_pattern,both_observed
6,0.6,0.7,14,0.6350875203834315,0.42857142857142855,P6_clean,42,raw_time_pattern,both_observed
7,0.7,0.8,1,0.7278530651936665,0.0,P6_clean,42,raw_time_pattern,both_observed
8,0.8,0.9,0,,,P6_clean,42,raw_time_pattern,both_observed
9,0.9,1.0,0,,,P6_clean,42,raw_time_pattern,both_observed
0,0.0,0.1,3106,0.08568299198714015,0.07405022537025113,P6_clean,42,raw_time_pattern,departure_missing
1,0.1,0.2,14068,0.14920757190324455,0.14742678419107194,P6_clean,42,raw_time_pattern,departure_missing
2,0.2,0.3,6381,0.23804085030310076,0.2618711800658204,P6_clean,42,raw_time_pattern,departure_missing
3,0.3,0.4,1091,0.33505378805563096,0.32997250229147573,P6_clean,42,raw_time_pattern,departure_missing
4,0.4,0.5,152,0.4370413516672673,0.3355263157894737,P6_clean,42,raw_time_pattern,departure_missing
5,0.5,0.6,11,0.5227870224323033,0.45454545454545453,P6_clean,42,raw_time_pattern,departure_missing
6,0.6,0.7,1,0.6148195252152634,1.0,P6_clean,42,raw_time_pattern,departure_missing
7,0.7,0.8,0,,,P6_clean,42,raw_time_pattern,departure_missing
8,0.8,0.9,0,,,P6_clean,42,raw_time_pattern,departure_missing
9,0.9,1.0,0,,,P6_clean,42,raw_time_pattern,departure_missing
0,0.0,0.1,3076,0.0854594763219626,0.07834850455136541,P6_clean,42,raw_time_pattern,arrival_missing
1,0.1,0.2,13879,0.1492896232493866,0.14669644787088407,P6_clean,42,raw_time_pattern,arrival_missing
2,0.2,0.3,6355,0.23867525246018453,0.25177025963808025,P6_clean,42,raw_time_pattern,arrival_missing
3,0.3,0.4,1166,0.3363909763539696,0.36963979416809606,P6_clean,42,raw_time_pattern,arrival_missing
4,0.4,0.5,156,0.4329321952928324,0.3717948717948718,P6_clean,42,raw_time_pattern,arrival_missing
5,0.5,0.6,20,0.5303735139823267,0.6,P6_clean,42,raw_time_pattern,arrival_missing
6,0.6,0.7,1,0.6114923228481371,0.0,P6_clean,42,raw_time_pattern,arrival_missing
7,0.7,0.8,0,,,P6_clean,42,raw_time_pattern,arrival_missing
8,0.8,0.9,0,,,P6_clean,42,raw_time_pattern,arrival_missing
9,0.9,1.0,0,,,P6_clean,42,raw_time_pattern,arrival_missing
0,0.0,0.1,34,0.08110820870372049,0.17647058823529413,P6_clean,42,raw_time_pattern,both_missing
1,0.1,0.2,2498,0.15625778418701144,0.16092874299439552,P6_clean,42,raw_time_pattern,both_missing
2,0.2,0.3,461,0.22980806639779047,0.2299349240780911,P6_clean,42,raw_time_pattern,both_missing
3,0.3,0.4,35,0.3364562911936772,0.14285714285714285,P6_clean,42,raw_time_pattern,both_missing
4,0.4,0.5,3,0.44101764393106674,0.0,P6_clean,42,raw_time_pattern,both_missing
5,0.5,0.6,0,,,P6_clean,42,raw_time_pattern,both_missing
6,0.6,0.7,0,,,P6_clean,42,raw_time_pattern,both_missing
7,0.7,0.8,0,,,P6_clean,42,raw_time_pattern,both_missing
8,0.8,0.9,0,,,P6_clean,42,raw_time_pattern,both_missing
9,0.9,1.0,0,,,P6_clean,42,raw_time_pattern,both_missing
0,0.0,0.1,36380,0.08405844721222219,0.08004398020890599,P6_fixed,1,overall,all
1,0.1,0.2,139229,0.14985334439441075,0.15040688362338306,P6_fixed,1,overall,all
2,0.2,0.3,65484,0.23849618445780124,0.24975566550607783,P6_fixed,1,overall,all
3,0.3,0.4,11967,0.3350241173676495,0.3380128687223197,P6_fixed,1,overall,all
4,0.4,0.5,1690,0.43450396633902116,0.37041420118343193,P6_fixed,1,overall,all
5,0.5,0.6,229,0.5353145324440307,0.48034934497816595,P6_fixed,1,overall,all
6,0.6,0.7,21,0.6486836507519091,0.5238095238095238,P6_fixed,1,overall,all
7,0.7,0.8,1,0.719074909010071,0.0,P6_fixed,1,overall,all
8,0.8,0.9,0,,,P6_fixed,1,overall,all
9,0.9,1.0,0,,,P6_fixed,1,overall,all
0,0.0,0.1,36380,0.08405844721222219,0.08004398020890599,P6_fixed,1,raw_missing__Month,observed
1,0.1,0.2,139229,0.14985334439441075,0.15040688362338306,P6_fixed,1,raw_missing__Month,observed
2,0.2,0.3,65484,0.23849618445780124,0.24975566550607783,P6_fixed,1,raw_missing__Month,observed
3,0.3,0.4,11967,0.3350241173676495,0.3380128687223197,P6_fixed,1,raw_missing__Month,observed
4,0.4,0.5,1690,0.43450396633902116,0.37041420118343193,P6_fixed,1,raw_missing__Month,observed
5,0.5,0.6,229,0.5353145324440307,0.48034934497816595,P6_fixed,1,raw_missing__Month,observed
6,0.6,0.7,21,0.6486836507519091,0.5238095238095238,P6_fixed,1,raw_missing__Month,observed
7,0.7,0.8,1,0.719074909010071,0.0,P6_fixed,1,raw_missing__Month,observed
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Month,observed
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Month,observed
0,0.0,0.1,36380,0.08405844721222219,0.08004398020890599,P6_fixed,1,raw_missing__Day_of_Month,observed
1,0.1,0.2,139229,0.14985334439441075,0.15040688362338306,P6_fixed,1,raw_missing__Day_of_Month,observed
2,0.2,0.3,65484,0.23849618445780124,0.24975566550607783,P6_fixed,1,raw_missing__Day_of_Month,observed
3,0.3,0.4,11967,0.3350241173676495,0.3380128687223197,P6_fixed,1,raw_missing__Day_of_Month,observed
4,0.4,0.5,1690,0.43450396633902116,0.37041420118343193,P6_fixed,1,raw_missing__Day_of_Month,observed
5,0.5,0.6,229,0.5353145324440307,0.48034934497816595,P6_fixed,1,raw_missing__Day_of_Month,observed
6,0.6,0.7,21,0.6486836507519091,0.5238095238095238,P6_fixed,1,raw_missing__Day_of_Month,observed
7,0.7,0.8,1,0.719074909010071,0.0,P6_fixed,1,raw_missing__Day_of_Month,observed
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Day_of_Month,observed
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Day_of_Month,observed
0,0.0,0.1,32763,0.08395309328049293,0.08073131276134664,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
1,0.1,0.2,123120,0.14978643599682423,0.14969948018193632,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
2,0.2,0.3,58728,0.23857397376231446,0.24954025337147528,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
3,0.3,0.4,10769,0.3351925638771754,0.3394929891354815,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
4,0.4,0.5,1552,0.43508001829546417,0.3795103092783505,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
5,0.5,0.6,208,0.5353943302849836,0.49038461538461536,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
6,0.6,0.7,20,0.6470964409769457,0.55,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
7,0.7,0.8,0,,,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Estimated_Departure_Time,observed
0,0.0,0.1,3617,0.08501274935909711,0.07381808128283107,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
1,0.1,0.2,16109,0.1503647207623327,0.15581352039232726,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
2,0.2,0.3,6756,0.23781998400258306,0.2516281823564239,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
3,0.3,0.4,1198,0.33350992666557605,0.32470784641068445,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
4,0.4,0.5,138,0.42802546897380733,0.26811594202898553,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
5,0.5,0.6,21,0.5345241538288784,0.38095238095238093,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
6,0.6,0.7,1,0.6804278462511759,0.0,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
7,0.7,0.8,1,0.719074909010071,0.0,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Estimated_Departure_Time,missing
0,0.0,0.1,32937,0.08398229809725574,0.08015301940067401,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
1,0.1,0.2,123325,0.1497640576836659,0.15031015609162782,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
2,0.2,0.3,58595,0.2385776794846702,0.24969707312910658,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
3,0.3,0.4,10715,0.3350260930813167,0.33877741483901075,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
4,0.4,0.5,1513,0.4347957943835166,0.3654990085922009,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
5,0.5,0.6,212,0.53572558011231,0.4858490566037736,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
6,0.6,0.7,19,0.6480656309436887,0.47368421052631576,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
7,0.7,0.8,1,0.719074909010071,0.0,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Estimated_Arrival_Time,observed
0,0.0,0.1,3443,0.08478691755774939,0.07900087133313971,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
1,0.1,0.2,15904,0.15054570377586254,0.1511569416498994,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
2,0.2,0.3,6889,0.23780302128471556,0.25025402816083614,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
3,0.3,0.4,1252,0.3350072086041163,0.3314696485623003,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
4,0.4,0.5,177,0.4320094136196903,0.4124293785310734,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
5,0.5,0.6,17,0.5301885262278413,0.4117647058823529,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
6,0.6,0.7,2,0.6545548389300027,1.0,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
7,0.7,0.8,0,,,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
8,0.8,0.9,0,,,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
9,0.9,1.0,0,,,P6_fixed,1,raw_missing__Estimated_Arrival_Time,missing
0,0.0,0.1,36380,0.08405844721222219,0.08004398020890599,P6_fixed,1,raw_missing__Cancelled,observed
1,0.1,0.2,139229,0.14985334439441075,0.15040688362338306,P6_fixed,1,raw_missing__Cancelled,observed
