bin,lower,upper,n,mean_probability,observed_rate,phase_key,seed,dimension,group
7,0.7,0.8,1,0.7448553250477702,0.0,P6_clean,1,raw_missing__Estimated_Departure_Time,missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Estimated_Departure_Time,missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Estimated_Departure_Time,missing
0,0.0,0.1,32801,0.08436538502449842,0.08014999542696868,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
1,0.1,0.2,123930,0.1498280773625474,0.14991527475187605,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
2,0.2,0.3,57883,0.23886598668440168,0.25110999775409015,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
3,0.3,0.4,10856,0.33547025960596294,0.3350221075902727,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
4,0.4,0.5,1629,0.4334773498250413,0.38551258440761205,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
5,0.5,0.6,192,0.5350366016692883,0.4270833333333333,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
6,0.6,0.7,22,0.6262776330965419,0.5,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Estimated_Arrival_Time,observed
0,0.0,0.1,3499,0.08453634427919333,0.08002286367533581,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
1,0.1,0.2,15880,0.15063994988917956,0.15031486146095718,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
2,0.2,0.3,6841,0.23765198013727065,0.254202601958778,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
3,0.3,0.4,1248,0.3347768582661913,0.3157051282051282,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
4,0.4,0.5,196,0.4343254564507134,0.45408163265306123,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
5,0.5,0.6,19,0.5328158895207872,0.3684210526315789,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
6,0.6,0.7,1,0.6155956467463326,1.0,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
7,0.7,0.8,0,,,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Estimated_Arrival_Time,missing
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Cancelled,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Cancelled,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Cancelled,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Cancelled,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Cancelled,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Cancelled,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Cancelled,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Cancelled,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Cancelled,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Cancelled,observed
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Diverted,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Diverted,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Diverted,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Diverted,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Diverted,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Diverted,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Diverted,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Diverted,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Diverted,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Diverted,observed
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Origin_Airport,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Origin_Airport,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Origin_Airport,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Origin_Airport,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Origin_Airport,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Origin_Airport,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Origin_Airport,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Origin_Airport,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Origin_Airport,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Origin_Airport,observed
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Origin_Airport_ID,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Origin_Airport_ID,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Origin_Airport_ID,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Origin_Airport_ID,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Origin_Airport_ID,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Origin_Airport_ID,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Origin_Airport_ID,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Origin_Airport_ID,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Origin_Airport_ID,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Origin_Airport_ID,observed
0,0.0,0.1,32377,0.08437957904625266,0.08039657781758656,P6_clean,1,raw_missing__Origin_State,observed
1,0.1,0.2,124535,0.14994443284584308,0.15029509776368088,P6_clean,1,raw_missing__Origin_State,observed
2,0.2,0.3,57592,0.2387090721526976,0.2510939019308237,P6_clean,1,raw_missing__Origin_State,observed
3,0.3,0.4,10798,0.3354074219556841,0.33172809779588813,P6_clean,1,raw_missing__Origin_State,observed
4,0.4,0.5,1635,0.43325450047695646,0.39327217125382263,P6_clean,1,raw_missing__Origin_State,observed
5,0.5,0.6,187,0.5351578066897743,0.42780748663101603,P6_clean,1,raw_missing__Origin_State,observed
6,0.6,0.7,18,0.6254219897046176,0.5,P6_clean,1,raw_missing__Origin_State,observed
7,0.7,0.8,3,0.720059898150645,0.6666666666666666,P6_clean,1,raw_missing__Origin_State,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Origin_State,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Origin_State,observed
0,0.0,0.1,3923,0.08440072190694577,0.07800152944175376,P6_clean,1,raw_missing__Origin_State,missing
1,0.1,0.2,15275,0.14972347543853362,0.1472340425531915,P6_clean,1,raw_missing__Origin_State,missing
2,0.2,0.3,7132,0.23896862310069095,0.25420639371845205,P6_clean,1,raw_missing__Origin_State,missing
3,0.3,0.4,1306,0.33532719381398446,0.3437978560490046,P6_clean,1,raw_missing__Origin_State,missing
4,0.4,0.5,190,0.43626991605004334,0.3894736842105263,P6_clean,1,raw_missing__Origin_State,missing
5,0.5,0.6,24,0.5323341487671045,0.375,P6_clean,1,raw_missing__Origin_State,missing
6,0.6,0.7,5,0.6272215520374276,0.6,P6_clean,1,raw_missing__Origin_State,missing
7,0.7,0.8,1,0.7448553250477702,0.0,P6_clean,1,raw_missing__Origin_State,missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Origin_State,missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Origin_State,missing
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Destination_Airport,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Destination_Airport,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Destination_Airport,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Destination_Airport,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Destination_Airport,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Destination_Airport,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Destination_Airport,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Destination_Airport,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Destination_Airport,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Destination_Airport,observed
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Destination_Airport_ID,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Destination_Airport_ID,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Destination_Airport_ID,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Destination_Airport_ID,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Destination_Airport_ID,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Destination_Airport_ID,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Destination_Airport_ID,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Destination_Airport_ID,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Destination_Airport_ID,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Destination_Airport_ID,observed
0,0.0,0.1,32327,0.08435573883462921,0.08055186067374022,P6_clean,1,raw_missing__Destination_State,observed
1,0.1,0.2,124682,0.14992063019441243,0.14999759387882775,P6_clean,1,raw_missing__Destination_State,observed
2,0.2,0.3,57712,0.23876043294055527,0.2519406709176601,P6_clean,1,raw_missing__Destination_State,observed
3,0.3,0.4,10770,0.33559333107187994,0.3317548746518106,P6_clean,1,raw_missing__Destination_State,observed
4,0.4,0.5,1622,0.43359807205245593,0.3958076448828607,P6_clean,1,raw_missing__Destination_State,observed
5,0.5,0.6,187,0.5333964991941603,0.40641711229946526,P6_clean,1,raw_missing__Destination_State,observed
6,0.6,0.7,19,0.6213287069967848,0.47368421052631576,P6_clean,1,raw_missing__Destination_State,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Destination_State,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Destination_State,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Destination_State,observed
0,0.0,0.1,3973,0.08459443582039068,0.07676818525044048,P6_clean,1,raw_missing__Destination_State,missing
1,0.1,0.2,15128,0.14991750514813196,0.1496562665256478,P6_clean,1,raw_missing__Destination_State,missing
2,0.2,0.3,7012,0.23855034191485494,0.2472903593839133,P6_clean,1,raw_missing__Destination_State,missing
3,0.3,0.4,1334,0.33382794734212407,0.34332833583208394,P6_clean,1,raw_missing__Destination_State,missing
4,0.4,0.5,203,0.4333316229568891,0.3694581280788177,P6_clean,1,raw_missing__Destination_State,missing
5,0.5,0.6,24,0.5460576696704296,0.5416666666666666,P6_clean,1,raw_missing__Destination_State,missing
6,0.6,0.7,4,0.647114535482836,0.75,P6_clean,1,raw_missing__Destination_State,missing
7,0.7,0.8,0,,,P6_clean,1,raw_missing__Destination_State,missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Destination_State,missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Destination_State,missing
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Distance,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Distance,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Distance,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Distance,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Distance,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Distance,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Distance,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Distance,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Distance,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Distance,observed
0,0.0,0.1,32414,0.08422756515552435,0.0800579996297896,P6_clean,1,raw_missing__Airline,observed
1,0.1,0.2,124028,0.14991116648298877,0.14967587964008128,P6_clean,1,raw_missing__Airline,observed
2,0.2,0.3,58216,0.23876288236021226,0.25127112821217534,P6_clean,1,raw_missing__Airline,observed
3,0.3,0.4,10932,0.33541158197880366,0.3331503841931943,P6_clean,1,raw_missing__Airline,observed
4,0.4,0.5,1654,0.43364026298263014,0.3893591293833132,P6_clean,1,raw_missing__Airline,observed
5,0.5,0.6,192,0.5344616151151204,0.4114583333333333,P6_clean,1,raw_missing__Airline,observed
6,0.6,0.7,21,0.6262950877731626,0.5238095238095238,P6_clean,1,raw_missing__Airline,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Airline,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Airline,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Airline,observed
0,0.0,0.1,3886,0.08566890526770554,0.08080288214101904,P6_clean,1,raw_missing__Airline,missing
1,0.1,0.2,15782,0.14999200831507667,0.15219870738816374,P6_clean,1,raw_missing__Airline,missing
2,0.2,0.3,6508,0.23851216101569941,0.252919483712354,P6_clean,1,raw_missing__Airline,missing
3,0.3,0.4,1172,0.33527921775278086,0.3319112627986348,P6_clean,1,raw_missing__Airline,missing
4,0.4,0.5,171,0.43287366874889915,0.4269005847953216,P6_clean,1,raw_missing__Airline,missing
5,0.5,0.6,19,0.5386262799629054,0.5263157894736842,P6_clean,1,raw_missing__Airline,missing
6,0.6,0.7,2,0.6207533658169205,0.5,P6_clean,1,raw_missing__Airline,missing
7,0.7,0.8,0,,,P6_clean,1,raw_missing__Airline,missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Airline,missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Airline,missing
0,0.0,0.1,32310,0.0843749001239761,0.07988238935314144,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
1,0.1,0.2,124370,0.14989256712888985,0.1492080083621452,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
2,0.2,0.3,57749,0.23874406279271398,0.2502727319953592,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
3,0.3,0.4,10826,0.33550346497742095,0.33391834472566045,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
4,0.4,0.5,1642,0.43353631982522456,0.3909866017052375,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
5,0.5,0.6,191,0.5342302262656458,0.4083769633507853,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
6,0.6,0.7,21,0.624732661416107,0.47619047619047616,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Carrier_Code(IATA),observed
0,0.0,0.1,3990,0.08443825559293289,0.08220551378446116,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
1,0.1,0.2,15440,0.15014361774356486,0.15602331606217618,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
2,0.2,0.3,6975,0.23868476288972726,0.2610752688172043,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
3,0.3,0.4,1278,0.33451185098042385,0.325508607198748,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
4,0.4,0.5,183,0.43385658566291396,0.4098360655737705,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
5,0.5,0.6,20,0.540627810232998,0.55,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
6,0.6,0.7,2,0.6371588425660053,1.0,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
7,0.7,0.8,0,,,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Carrier_Code(IATA),missing
0,0.0,0.1,32321,0.08437287131510991,0.07979332322638533,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
1,0.1,0.2,124623,0.14991524565717168,0.149763687280839,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
2,0.2,0.3,57591,0.23875522993481071,0.25189699779479435,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
3,0.3,0.4,10843,0.3352405386815255,0.33247256294383476,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
4,0.4,0.5,1641,0.43353103324941134,0.39549055453991466,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
5,0.5,0.6,187,0.5344530031670164,0.42780748663101603,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
6,0.6,0.7,21,0.627027194274076,0.5714285714285714,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Carrier_ID(DOT),observed
0,0.0,0.1,3979,0.08445491054179506,0.08293541090726313,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
1,0.1,0.2,15187,0.149961702261603,0.1515770066504247,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
2,0.2,0.3,7133,0.23859591422916085,0.24772185616150288,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
3,0.3,0.4,1261,0.3367593152059952,0.337827121332276,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
4,0.4,0.5,184,0.43390199329917367,0.3695652173913043,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
5,0.5,0.6,24,0.5378257428819271,0.375,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
6,0.6,0.7,2,0.6130662475573299,0.0,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
7,0.7,0.8,0,,,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Carrier_ID(DOT),missing
0,0.0,0.1,36300,0.08438186398957219,0.08013774104683195,P6_clean,1,raw_missing__Tail_Number,observed
1,0.1,0.2,139810,0.1499202920519324,0.14996066089693155,P6_clean,1,raw_missing__Tail_Number,observed
2,0.2,0.3,64724,0.23873767232204882,0.2514368704035597,P6_clean,1,raw_missing__Tail_Number,observed
3,0.3,0.4,12104,0.3353987654823645,0.33303040317250493,P6_clean,1,raw_missing__Tail_Number,observed
4,0.4,0.5,1825,0.4335684341530587,0.39287671232876714,P6_clean,1,raw_missing__Tail_Number,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,raw_missing__Tail_Number,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,raw_missing__Tail_Number,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,raw_missing__Tail_Number,observed
8,0.8,0.9,0,,,P6_clean,1,raw_missing__Tail_Number,observed
9,0.9,1.0,0,,,P6_clean,1,raw_missing__Tail_Number,observed
0,0.0,0.1,33639,0.08417979673594593,0.07958024911560986,P6_clean,1,feature_missing__Airline,observed
1,0.1,0.2,127237,0.14987362053110564,0.14994066191438024,P6_clean,1,feature_missing__Airline,observed
2,0.2,0.3,60701,0.23893889722123823,0.25193983624651983,P6_clean,1,feature_missing__Airline,observed
3,0.3,0.4,11574,0.33538136701420806,0.33359253499222397,P6_clean,1,feature_missing__Airline,observed
4,0.4,0.5,1744,0.43346487070707285,0.3893348623853211,P6_clean,1,feature_missing__Airline,observed
5,0.5,0.6,204,0.534970354881529,0.4117647058823529,P6_clean,1,feature_missing__Airline,observed
6,0.6,0.7,22,0.6254562977064575,0.5454545454545454,P6_clean,1,feature_missing__Airline,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,feature_missing__Airline,observed
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Airline,observed
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Airline,observed
0,0.0,0.1,2661,0.08693629478428605,0.08718526869597895,P6_clean,1,feature_missing__Airline,missing
1,0.1,0.2,12573,0.15039260130950283,0.15016304780084308,P6_clean,1,feature_missing__Airline,missing
2,0.2,0.3,4023,0.23570149220629044,0.24384787472035793,P6_clean,1,feature_missing__Airline,missing
3,0.3,0.4,530,0.3357787086341447,0.32075471698113206,P6_clean,1,feature_missing__Airline,missing
4,0.4,0.5,81,0.43579824464440614,0.4691358024691358,P6_clean,1,feature_missing__Airline,missing
5,0.5,0.6,7,0.5309395750809122,0.7142857142857143,P6_clean,1,feature_missing__Airline,missing
6,0.6,0.7,1,0.6336650253281901,0.0,P6_clean,1,feature_missing__Airline,missing
7,0.7,0.8,0,,,P6_clean,1,feature_missing__Airline,missing
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Airline,missing
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Airline,missing
0,0.0,0.1,36254,0.0843887509623732,0.08007392287747558,P6_clean,1,feature_missing__Dep_Hour,observed
1,0.1,0.2,137315,0.14979055058912039,0.14972144339656993,P6_clean,1,feature_missing__Dep_Hour,observed
2,0.2,0.3,64272,0.23881542425846913,0.25168035847647496,P6_clean,1,feature_missing__Dep_Hour,observed
3,0.3,0.4,12069,0.33540669413094854,0.33341619023945646,P6_clean,1,feature_missing__Dep_Hour,observed
4,0.4,0.5,1822,0.4335680078253396,0.3929747530186608,P6_clean,1,feature_missing__Dep_Hour,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,feature_missing__Dep_Hour,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,feature_missing__Dep_Hour,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,feature_missing__Dep_Hour,observed
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Dep_Hour,observed
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Dep_Hour,observed
0,0.0,0.1,46,0.07895403112156808,0.13043478260869565,P6_clean,1,feature_missing__Dep_Hour,missing
1,0.1,0.2,2495,0.15706075255936075,0.16312625250501003,P6_clean,1,feature_missing__Dep_Hour,missing
2,0.2,0.3,452,0.22768175980522548,0.2168141592920354,P6_clean,1,feature_missing__Dep_Hour,missing
3,0.3,0.4,35,0.3326647409177845,0.2,P6_clean,1,feature_missing__Dep_Hour,missing
4,0.4,0.5,3,0.43382735718772203,0.3333333333333333,P6_clean,1,feature_missing__Dep_Hour,missing
5,0.5,0.6,0,,,P6_clean,1,feature_missing__Dep_Hour,missing
6,0.6,0.7,0,,,P6_clean,1,feature_missing__Dep_Hour,missing
7,0.7,0.8,0,,,P6_clean,1,feature_missing__Dep_Hour,missing
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Dep_Hour,missing
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Dep_Hour,missing
0,0.0,0.1,36254,0.0843887509623732,0.08007392287747558,P6_clean,1,feature_missing__Arr_Hour,observed
1,0.1,0.2,137315,0.14979055058912039,0.14972144339656993,P6_clean,1,feature_missing__Arr_Hour,observed
2,0.2,0.3,64272,0.23881542425846913,0.25168035847647496,P6_clean,1,feature_missing__Arr_Hour,observed
3,0.3,0.4,12069,0.33540669413094854,0.33341619023945646,P6_clean,1,feature_missing__Arr_Hour,observed
4,0.4,0.5,1822,0.4335680078253396,0.3929747530186608,P6_clean,1,feature_missing__Arr_Hour,observed
5,0.5,0.6,211,0.5348366323289019,0.4218009478672986,P6_clean,1,feature_missing__Arr_Hour,observed
6,0.6,0.7,23,0.6258131989074024,0.5217391304347826,P6_clean,1,feature_missing__Arr_Hour,observed
7,0.7,0.8,4,0.7262587548749263,0.5,P6_clean,1,feature_missing__Arr_Hour,observed
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Arr_Hour,observed
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Arr_Hour,observed
0,0.0,0.1,46,0.07895403112156808,0.13043478260869565,P6_clean,1,feature_missing__Arr_Hour,missing
1,0.1,0.2,2495,0.15706075255936075,0.16312625250501003,P6_clean,1,feature_missing__Arr_Hour,missing
2,0.2,0.3,452,0.22768175980522548,0.2168141592920354,P6_clean,1,feature_missing__Arr_Hour,missing
3,0.3,0.4,35,0.3326647409177845,0.2,P6_clean,1,feature_missing__Arr_Hour,missing
4,0.4,0.5,3,0.43382735718772203,0.3333333333333333,P6_clean,1,feature_missing__Arr_Hour,missing
5,0.5,0.6,0,,,P6_clean,1,feature_missing__Arr_Hour,missing
6,0.6,0.7,0,,,P6_clean,1,feature_missing__Arr_Hour,missing
7,0.7,0.8,0,,,P6_clean,1,feature_missing__Arr_Hour,missing
8,0.8,0.9,0,,,P6_clean,1,feature_missing__Arr_Hour,missing
9,0.9,1.0,0,,,P6_clean,1,feature_missing__Arr_Hour,missing
0,0.0,0.1,16480,0.08406956358870267,0.08052184466019417,P6_clean,1,raw_missing_count,0
1,0.1,0.2,61692,0.1499228624519561,0.14812293328146275,P6_clean,1,raw_missing_count,0
2,0.2,0.3,29160,0.23892467022843647,0.249039780521262,P6_clean,1,raw_missing_count,0
3,0.3,0.4,5489,0.3358131709796633,0.33339406084897066,P6_clean,1,raw_missing_count,0
4,0.4,0.5,850,0.4332545105935869,0.3941176470588235,P6_clean,1,raw_missing_count,0
5,0.5,0.6,105,0.5311983676066946,0.3904761904761905,P6_clean,1,raw_missing_count,0
6,0.6,0.7,8,0.6284602409729219,0.5,P6_clean,1,raw_missing_count,0
7,0.7,0.8,3,0.720059898150645,0.6666666666666666,P6_clean,1,raw_missing_count,0
8,0.8,0.9,0,,,P6_clean,1,raw_missing_count,0
9,0.9,1.0,0,,,P6_clean,1,raw_missing_count,0
0,0.0,0.1,13931,0.08452149050458102,0.08082693273993252,P6_clean,1,raw_missing_count,1
1,0.1,0.2,52991,0.14969556735735087,0.1513653261874658,P6_clean,1,raw_missing_count,1
2,0.2,0.3,24875,0.23875983735674347,0.2545527638190955,P6_clean,1,raw_missing_count,1
