phase_key,arm,calibrator,group,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,log_loss_mean,log_loss_std,log_loss_count,macro_f1_mean,macro_f1_std,macro_f1_count,roc_auc_mean,roc_auc_std,roc_auc_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,n_mean,n_std,n_count
P6_fixed,split,isotonic,overall,0.13997284840165755,0.00019362476018896705,3,0.0020473621241221666,0.00032093871055082087,3,0.4495348023869312,0.0011648220857598823,3,0.5754108216201382,0.002029194397351742,3,0.6418701837398658,0.0017124821357569603,3,0.348637037037037,0.015771929015056065,3,0.28946741687463584,0.005893030641168099,3,-4.818192730110375e-06,0.00038036978189204745,3,255001.0,0.0,3
P6_fixed,split,none,arrival_missing,0.1402147972421042,0.0001841564513122883,3,0.006880983611535899,0.0008414212620442156,3,0.4482070603796779,0.0004939236038979845,3,0.578990602920897,0.0008984508657386531,3,0.6458022372821399,0.0014144724555126588,3,0.35807827013857163,0.009894167076360256,3,0.29509537718703305,0.0025784013199984905,3,-0.0022395589584675,0.00035216536310476776,3,24653.0,0.0,3
P6_fixed,split,none,both_missing,0.14123388618054208,0.00029974507582631747,3,0.012847402531845534,0.0017321283958753987,3,0.45504206498185756,0.001098186772389606,3,0.5064810254511719,0.003800013385644869,3,0.5695926092968268,0.007661355829474932,3,0.09633911368015409,0.0019267822736031004,3,0.22204789396661662,0.017180988855554632,3,-0.0053697123219308,0.0006814794159520159,3,3031.0,0.0,3
P6_fixed,split,none,both_observed,0.13977558073888094,0.00013355567273341047,3,0.004758631547646267,0.0008591278412870481,3,0.44722752969737184,0.0004044460051003491,3,0.5755514646421712,0.001665904454969603,3,0.6433900106096426,0.0015140073335309931,3,0.34997619781019856,0.01346493039216784,3,0.28914807387256675,0.0032432588472746664,3,-0.0018955635257255667,0.00021986089667354607,3,202507.0,0.0,3
P6_fixed,split,none,departure_missing,0.14060243044216272,0.00020304469475923608,3,0.0090189226776739,0.002312091933199486,3,0.4490457208238712,0.0006001775944122855,3,0.5737460911293978,0.0017361023557618315,3,0.6420763020093166,0.003222496450353976,3,0.3436551305403764,0.015318312862939646,3,0.2876689619709884,0.001300359687255803,3,-0.002992227693741067,0.0003929668562912223,3,24810.0,0.0,3
P6_fixed,split,none,overall,0.13991582438257666,0.00014087520904040938,3,0.005046236896908966,0.0006741129759959746,3,0.44759201277079746,0.0004123674218446613,3,0.5753124930095845,0.0014975642552635423,3,0.642743384361309,0.0015457492291053648,3,0.34722222222222215,0.013118434865994238,3,0.2893061222253539,0.0029316954402582997,3,-0.0020768134126403002,0.00019817910271169274,3,255001.0,0.0,3
P6_fixed,split,platt,arrival_missing,0.14018015284021954,0.0002003544406590321,3,0.0047760422588983,0.0010044455068875908,3,0.4480972775694896,0.0005320882071720676,3,0.5798366460643449,0.001681243470937554,3,0.6457732690655008,0.0013415074365555064,3,0.3641693315060149,0.010959944209247221,3,0.29565881942355704,0.004714234998222195,3,-0.000163580751700428,0.00047134778364437893,3,24653.0,0.0,3
P6_fixed,split,platt,both_missing,0.14126999300157228,0.0003356254809474431,3,0.012629276073566531,0.0012919441732574307,3,0.4551276182587987,0.0012031121855330415,3,0.5096351268720559,0.0031066967272501793,3,0.569925500820212,0.007722217601266982,3,0.10211946050096332,0.005097786726521354,3,0.22802769492297323,0.013322915729721715,3,-0.0041267378089288,0.0003978968047012424,3,3031.0,0.0,3
P6_fixed,split,platt,both_observed,0.13976518773573213,0.00014012873025376037,3,0.0030874740080136334,0.00019489890542750485,3,0.44717158873649865,0.00043381185511086106,3,0.5754696642172609,0.0018592246138143815,3,0.6433610340755234,0.0015445291832953524,3,0.3540459055566445,0.014697333827718357,3,0.28843027151895667,0.004414092271043759,3,0.0001598661516525132,0.0003892080268082126,3,202507.0,0.0,3
P6_fixed,split,platt,departure_missing,0.14059573428790942,0.0002190987281289948,3,0.007703318845035734,0.002839514397636145,3,0.4489641205495524,0.0006687053537931591,3,0.5751267652777203,0.0030301760017697366,3,0.6421480381519861,0.003219510251523572,3,0.3509411050394656,0.018345859928571587,3,0.28889801561479206,0.0028974627655344778,3,-0.0009833245015163667,0.0005955668793172278,3,24810.0,0.0,3
