phase_key,seed,dimension,group,n,positives,positive_rate,mean_probability,calibration_bias,macro_f1,log_loss,roc_auc,brier,ece_10,tn,fp,fn,tp,precision,recall,fpr,fnr,error_rate
P6_clean,42,raw_missing__Distance,missing,0,0,,,,,,,,,,,,,,,,,
P6_clean,42,raw_missing__Airline,observed,227461,40165,0.17657972135882635,0.17481196479128963,-0.0017677565675367213,0.5765712123025154,0.44746832378422735,0.6440578081680367,0.13989289627697019,0.0056285504997004125,154285.0,33011.0,26495.0,13670.0,0.29283862813564404,0.34034607245113907,0.1762504271313856,0.659653927548861,0.2616096825389847
P6_clean,42,raw_missing__Airline,missing,27540,4835,0.17556281771968046,0.17178704251434826,-0.0037757752053322047,0.5796909709438037,0.44521604364522704,0.6465054665671635,0.13896709415254804,0.00538190094921229,19163.0,3542.0,3294.0,1541.0,0.3031674208144796,0.318717683557394,0.15600088086324598,0.681282316442606,0.24822076978939725
P6_clean,42,raw_missing__Carrier_Code(IATA),observed,227113,39938,0.17585078793375986,0.1745623949571679,-0.0012883929765919455,0.5768241423281482,0.4462952388070307,0.6443584447840193,0.1394052726230352,0.005686325745401666,154473.0,32702.0,26398.0,13540.0,0.29280740452402576,0.33902548950873856,0.17471350340590355,0.6609745104912614,0.2602228846433273
P6_clean,42,raw_missing__Carrier_Code(IATA),missing,27888,5062,0.18151176133103844,0.17385722419425564,-0.007654537136782796,0.5777550177443964,0.45479746367945034,0.6441091518357334,0.14294973364105332,0.009109425487425304,18975.0,3851.0,3391.0,1671.0,0.30260775081492214,0.33010667720268666,0.16871111889950058,0.6698933227973133,0.2596815834767642
P6_clean,42,raw_missing__Carrier_ID(DOT),observed,227231,40098,0.1764635987167244,0.17450261769244216,-0.0019609810242822434,0.5772223692307094,0.44712705932825253,0.6446081177973738,0.1397634736856807,0.0057017255916780975,154571.0,32562.0,26520.0,13578.0,0.29427828348504553,0.3386203800688314,0.17400458497432308,0.6613796199311687,0.26000853756749737
P6_clean,42,raw_missing__Carrier_ID(DOT),missing,27770,4902,0.1765214259992798,0.17434336166241782,-0.00217806433686199,0.574498076013947,0.4480271307186005,0.6418949685659817,0.14003377615938678,0.004264793760281926,18877.0,3991.0,3269.0,1633.0,0.29036273115220484,0.33312933496532027,0.17452335140808117,0.6668706650346797,0.261433201296363
P6_clean,42,raw_missing__Tail_Number,observed,255001,45000,0.1764698961964855,0.17448527446651846,-0.001984621729967051,0.5769259579486619,0.4472250784831184,0.6443165863231339,0.1397929100396355,0.00552735498920834,173448.0,36553.0,29789.0,15211.0,0.2938528707209644,0.3380222222222222,0.17406107589963857,0.6619777777777778,0.26016368563260533
P6_clean,42,raw_missing__Tail_Number,missing,0,0,,,,,,,,,,,,,,,,,
P6_clean,42,feature_missing__Airline,observed,235125,41686,0.17729292929292928,0.17525519364039763,-0.0020377356525316526,0.5775960014693402,0.44815379059873,0.6454658050931801,0.1402183253827838,0.005846859309472965,158797.0,34642.0,27241.0,14445.0,0.29427343288447044,0.3465192150842009,0.17908487947104773,0.6534807849157991,0.2631919191919192
P6_clean,42,feature_missing__Airline,missing,19876,3314,0.166733749245321,0.1653774436273988,-0.0013563056179221877,0.5618207184991324,0.43623879169587876,0.6280067884856428,0.13476041947021766,0.0023629897198264287,14651.0,1911.0,2548.0,766.0,0.28614120283899885,0.2311406155703078,0.11538461538461539,0.7688593844296923,0.22434091366472128
P6_clean,42,feature_missing__Dep_Hour,observed,251970,44481,0.17653292058578401,0.1745516899174848,-0.001981230668299222,0.5773232840011167,0.44713086203501723,0.6450584044436213,0.139775568569755,0.005674428945816576,171113.0,36376.0,29325.0,15156.0,0.2941085150974152,0.3407297497808053,0.17531531792046806,0.6592702502191947,0.2607492955510577
P6_clean,42,feature_missing__Dep_Hour,missing,3031,519,0.17123061695809963,0.1689640929488731,-0.002266524009226528,0.5128892349897619,0.45505738413408264,0.5704080912582994,0.1412345234232666,0.007610650121778101,2335.0,177.0,464.0,55.0,0.23706896551724138,0.10597302504816955,0.07046178343949044,0.8940269749518305,0.21148135928736392
P6_clean,42,feature_missing__Arr_Hour,observed,251970,44481,0.17653292058578401,0.1745516899174848,-0.001981230668299222,0.5773232840011167,0.44713086203501723,0.6450584044436213,0.139775568569755,0.005674428945816576,171113.0,36376.0,29325.0,15156.0,0.2941085150974152,0.3407297497808053,0.17531531792046806,0.6592702502191947,0.2607492955510577
P6_clean,42,feature_missing__Arr_Hour,missing,3031,519,0.17123061695809963,0.1689640929488731,-0.002266524009226528,0.5128892349897619,0.45505738413408264,0.5704080912582994,0.1412345234232666,0.007610650121778101,2335.0,177.0,464.0,55.0,0.23706896551724138,0.10597302504816955,0.07046178343949044,0.8940269749518305,0.21148135928736392
