phase_key,seed,arm,calibrator,group,n,positives,positive_rate,mean_probability,calibration_bias,macro_f1,log_loss,roc_auc,brier,ece_10,tn,fp,fn,tp,precision,recall,fpr,fnr,error_rate
P6_fixed,1,shared,isotonic,both_missing,3031,519,0.17123061695809963,0.16458211742885662,-0.006648499529243013,0.5058844183611408,0.4556446871862035,0.5672348833499011,0.1413922033028453,0.016284272421567107,2361,151,473,46,0.233502538071066,0.08863198458574181,0.06011146496815287,0.9113680154142582,0.20587264929066315
P6_fixed,1,split,none,overall,255001,45000,0.1764698961964855,0.17423148241805728,-0.002238413778428233,0.5735836137463313,0.44806758344506803,0.6409918059649452,0.14007843699384265,0.004328493072784321,171772,38229,29612,15388,0.2869985265867169,0.34195555555555557,0.18204199027623677,0.6580444444444444,0.2660420939525727
P6_fixed,1,split,none,both_observed,202507,35711,0.17634452142395077,0.17424236826288517,-0.002102153161065601,0.5736328026544057,0.44769342402648177,0.6416555636195582,0.13992979428695712,0.003767298010006012,136148,30648,23404,12307,0.2865091374694448,0.3446277057489289,0.18374541355907817,0.6553722942510711,0.2669142301253784
P6_fixed,1,split,none,departure_missing,24810,4392,0.17702539298669892,0.17376291357719942,-0.0032624794094995024,0.5721658073342967,0.44964329129885267,0.6397782475586293,0.14082811252186933,0.009061349797810828,16747,3671,2920,1472,0.28621427182578263,0.33515482695810567,0.17979234009207562,0.6648451730418944,0.2656590084643289
P6_fixed,1,split,none,arrival_missing,24653,4378,0.177584878108141,0.175739446975065,-0.0018454311330760031,0.5780320113996862,0.4487325904586473,0.6442630707623985,0.1404137067788177,0.006098583507234387,16528,3747,2820,1558,0.2936852026390198,0.35587026039287345,0.18480887792848336,0.6441297396071265,0.26637731716221147
P6_fixed,1,split,none,both_missing,3031,519,0.17123061695809963,0.16507439991697112,-0.006156217041128509,0.5103727269538834,0.4547591610173137,0.5699010836616227,0.1411461812313657,0.011247388395850252,2349,163,468,51,0.2383177570093458,0.09826589595375723,0.06488853503184713,0.9017341040462428,0.20818211811283405
P6_fixed,1,split,platt,overall,255001,45000,0.1764698961964855,0.17628939526164533,-0.0001805009348401776,0.5735622764329569,0.4480387465993467,0.6409623363698269,0.1400747629294574,0.0030707520765667364,170617,39384,29250,15750,0.28566764609859613,0.35,0.1875419640858853,0.65,0.2691518856788797
P6_fixed,1,split,platt,both_observed,202507,35711,0.17634452142395077,0.17630812837513102,-3.6393048819749474e-05,0.5734102056404622,0.4476709783380314,0.6415909533443738,0.13992697059715747,0.0028688357105830903,135258,31538,23141,12570,0.2849823161331278,0.3519923832992635,0.1890812729322046,0.6480076167007365,0.2700104193929099
P6_fixed,1,split,platt,departure_missing,24810,4392,0.17702539298669892,0.17578029746831922,-0.001245095518379702,0.5729971633956557,0.44959913916226196,0.6399208500446318,0.14083111850457353,0.009473780329020761,16627,3791,2874,1518,0.2859295535882464,0.34562841530054644,0.1856695072974826,0.6543715846994536,0.2686416767432487
P6_fixed,1,split,platt,arrival_missing,24653,4378,0.177584878108141,0.1778297656022009,0.0002448874940599033,0.5784907494532234,0.4486651502751167,0.6443205265200569,0.14039652586016335,0.004152336225993863,16389,3886,2770,1608,0.2926829268292683,0.3672910004568296,0.19166461159062886,0.6327089995431704,0.2699874254654606
P6_fixed,1,split,platt,both_missing,3031,519,0.17123061695809963,0.16667619157773114,-0.0045544253803684875,0.5131898141580367,0.45474266543455094,0.571036289778236,0.14114087262518105,0.011258864360596635,2343,169,465,54,0.242152466367713,0.10404624277456648,0.06727707006369427,0.8959537572254336,0.209171890465193
P6_fixed,1,split,isotonic,overall,255001,45000,0.1764698961964855,0.17638362863099938,-8.626756548613113e-05,0.573067827888641,0.4508788438672324,0.6398965317625471,0.14019635269536465,0.002416852883143891,168494,41507,28621,16379,0.2829527001347476,0.3639777777777778,0.19765143975504879,0.6360222222222223,0.275010686232603
P6_fixed,1,split,isotonic,both_observed,202507,35711,0.17634452142395077,0.17639044664873255,4.592522478177874e-05,0.5729203242010519,0.4508560292356212,0.6404270247084656,0.14005603859053078,0.0023440744742267428,133613,33183,22653,13058,0.2823900867195779,0.36565764050292626,0.19894361975107316,0.6343423594970737,0.27572380214017295
P6_fixed,1,split,isotonic,departure_missing,24810,4392,0.17702539298669892,0.1760798457619852,-0.0009455472247137109,0.5720663220031669,0.45109737784690135,0.6394401632475077,0.140885746278495,0.007948173019378836,16381,4037,2805,1587,0.28218349928876246,0.36133879781420764,0.19771770006856695,0.6386612021857924,0.27577589681580006
P6_fixed,1,split,isotonic,arrival_missing,24653,4378,0.177584878108141,0.17801797196682528,0.00043309385868428585,0.578100517899663,0.45023898347360647,0.6435930239697534,0.1405002523521459,0.001329350833018211,16181,4094,2705,1673,0.2900988382174441,0.38213796253997256,0.20192355117139335,0.6178620374600274,0.2757879365594451
P6_fixed,1,split,isotonic,both_missing,3031,519,0.17123061695809963,0.16512156673889952,-0.006109050219200107,0.5173704999783534,0.4558187227363147,0.5646438520918475,0.14145623240222674,0.01756201888062985,2319,193,458,61,0.24015748031496062,0.11753371868978806,0.0768312101910828,0.882466281310212,0.21478060046189376
P6_clean,1,shared,none,overall,255001,45000,0.1764698961964855,0.17433874030187357,-0.0021311558946119358,0.5750685950046586,0.44775069126438716,0.6422511471638496,0.139971833230539,0.004359696022416198,171881,38120,29491,15509,0.2891905498890526,0.3446444444444444,0.1815229451288327,0.6553555555555556,0.26514013670534625
P6_clean,1,shared,none,both_observed,202507,35711,0.17634452142395077,0.17432890089743008,-0.002015620526520684,0.5748430506190383,0.44743640392254613,0.6426619096866933,0.13984155216056882,0.0040911116453551544,136284,30512,23346,12365,0.2883830491872099,0.3462518551706757,0.18293004628408355,0.6537481448293243,0.2659562385497785
P6_clean,1,shared,none,departure_missing,24810,4392,0.17702539298669892,0.1743784645933846,-0.0026469283933143184,0.5750888637865422,0.44907698905174104,0.6420427199490575,0.14064585594628232,0.009969489974043975,16698,3720,2875,1517,0.2896696582012603,0.3454007285974499,0.1821921833676168,0.6545992714025501,0.26582023377670294
P6_clean,1,shared,none,arrival_missing,24653,4378,0.177584878108141,0.17507180905437392,-0.002513069053767081,0.581012336355979,0.44813333844269115,0.6465405099705455,0.14022269583188107,0.0074405314227161574,16561,3714,2800,1578,0.2981859410430839,0.3604385564184559,0.18318125770653515,0.6395614435815441,0.26422747738611935
P6_clean,1,shared,none,both_missing,3031,519,0.17123061695809963,0.16870846799829917,-0.002522148959800463,0.5055114200595829,0.45478023192529526,0.5719371678755079,0.1411185865621049,0.009026209293451127,2338,174,470,49,0.21973094170403587,0.09441233140655106,0.06926751592356688,0.905587668593449,0.21247113163972287
P6_clean,1,shared,platt,overall,255001,45000,0.1764698961964855,0.1763473526570936,-0.00012254353939192275,0.5743099341439507,0.44770422444326763,0.6422571705214102,0.13996333441199882,0.0037148803783991526,171635,38366,29493,15507,0.2878436322462087,0.3446,0.18269436812205656,0.6554,0.2661126819110513
P6_clean,1,shared,platt,both_observed,202507,35711,0.17634452142395077,0.17633933632103618,-5.185102914584405e-06,0.5741002672962685,0.4473955685690039,0.6426657440162857,0.13983409480898598,0.0032329838914458685,136113,30683,23354,12357,0.2871050185873606,0.34602783456077957,0.18395525072543706,0.6539721654392204,0.26684015861180105
P6_clean,1,shared,platt,departure_missing,24810,4392,0.17702539298669892,0.1763960517620965,-0.0006293412246024255,0.5759137137074658,0.4490437268056289,0.6420027091796036,0.14065324921737202,0.008729253489809219,16671,3747,2858,1534,0.2904752887710661,0.3492714025500911,0.18351454598883338,0.650728597449909,0.26622329705763803
P6_clean,1,shared,platt,arrival_missing,24653,4378,0.177584878108141,0.17712049621540418,-0.00046438189273681485,0.5787204945118287,0.4480056374348878,0.6466347486789401,0.140182093371708,0.006939167873132105,16519,3756,2810,1568,0.29451540195341847,0.3581544084056647,0.18525277435265106,0.6418455915943353,0.26633675414756824
P6_clean,1,shared,platt,both_missing,3031,519,0.17123061695809963,0.17019586180517154,-0.0010347551529280852,0.5030152595329578,0.4549101588005591,0.5715682258876085,0.14117154072420632,0.009330017786660379,2332,180,471,48,0.21052631578947367,0.09248554913294797,0.07165605095541401,0.9075144508670521,0.21478060046189376
P6_clean,1,shared,isotonic,overall,255001,45000,0.1764698961964855,0.17633195468087828,-0.00013794151560722612,0.5741907426464359,0.4497701487624769,0.6414637183738279,0.14000380034051108,0.0019738535917611434,169617,40384,28863,16137,0.2855045027511898,0.3586,0.1923038461721611,0.6414,0.2715557978204007
P6_clean,1,shared,isotonic,both_observed,202507,35711,0.17634452142395077,0.17631989975016224,-2.462167378852742e-05,0.5741234451113426,0.4498611934492951,0.6418079480434914,0.1398944256437091,0.002167803245144705,134515,32281,22842,12869,0.2850276854928018,0.3603651535941307,0.19353581620662366,0.6396348464058693,0.2722029361947982
P6_clean,1,shared,isotonic,departure_missing,24810,4392,0.17702539298669892,0.17650285066282895,-0.0005225423238699733,0.5744184604192983,0.45024769529274383,0.6413408309143991,0.14060881439986833,0.0064600379518066475,16473,3945,2810,1582,0.28623122851456484,0.36020036429872493,0.19321187187775493,0.6397996357012751,0.27226924627166466
P6_clean,1,shared,isotonic,arrival_missing,24653,4378,0.177584878108141,0.17716459348460062,-0.000420284623540379,0.5785425704488393,0.447929898225719,0.6459122199947163,0.14015996503272662,0.001496327792251743,16330,3945,2750,1628,0.29212273461331417,0.37185929648241206,0.19457459926017262,0.628140703517588,0.27156938303654726
P6_clean,1,shared,isotonic,both_missing,3031,519,0.17123061695809963,0.1689661460745262,-0.0022644708835734273,0.5094951115038129,0.45474625588001444,0.5732127406943779,0.1410888596461639,0.008464904084647402,2299,213,461,58,0.2140221402214022,0.11175337186897881,0.08479299363057324,0.8882466281310212,0.22236885516331245
P6_clean,1,split,none,overall,255001,45000,0.1764698961964855,0.17408735726215877,-0.0023825389343267445,0.5742451410313955,0.44780631064090226,0.6420470165485984,0.13998938209824718,0.004080795879142192,172370,37631,29730,15270,0.2886523884236593,0.3393333333333333,0.17919438478864386,0.6606666666666666,0.26415974839314355
P6_clean,1,split,none,both_observed,202507,35711,0.17634452142395077,0.1740508408184763,-0.0022936806054744685,0.5740709469789524,0.44750125426986753,0.6424331447255947,0.1398614393883094,0.003505276497976723,136717,30079,23546,12165,0.28796988921503647,0.34065133992327296,0.18033406076884337,0.6593486600767271,0.26480566103887765
P6_clean,1,split,none,departure_missing,24810,4392,0.17702539298669892,0.17422709713322618,-0.002798295853472743,0.5738352214929848,0.44917436093172425,0.6414868401144674,0.14067003118242585,0.009173786543787504,16721,3697,2895,1497,0.28821717366191757,0.34084699453551914,0.1810657263199138,0.6591530054644809,0.2656993147924224
P6_clean,1,split,none,arrival_missing,24653,4378,0.177584878108141,0.17492140850445698,-0.002663469603684021,0.5798687886142851,0.44814069112620647,0.6464866423812821,0.14022985076971295,0.005230381676423815,16602,3673,2825,1553,0.29716800612323,0.35472818638647785,0.18115906288532677,0.6452718136135221,0.26357846915182737
P6_clean,1,split,none,both_missing,3031,519,0.17123061695809963,0.16859940740509613,-0.0026312095530034996,0.5118768410325139,0.45426993344183764,0.5765531613956285,0.1410102057291451,0.01085754952914528,2330,182,464,55,0.2320675105485232,0.10597302504816955,0.07245222929936306,0.8940269749518305,0.21313097987462884
P6_clean,1,split,platt,overall,255001,45000,0.1764698961964855,0.1763506958151116,-0.00011920038137391842,0.5744030656535245,0.447774066763236,0.6420481787652863,0.13997984077361958,0.004051232067166325,170737,39264,29199,15801,0.2869517842549714,0.35113333333333335,0.18697053823553222,0.6488666666666667,0.26848130007333304
P6_clean,1,split,platt,both_observed,202507,35711,0.17634452142395077,0.17631468271075396,-2.9838713196811417e-05,0.5741085521332581,0.4474762920345458,0.6424114875375652,0.1398541610345264,0.0036741303696652405,135418,31378,23133,12578,0.28614978614978615,0.35221640390915965,0.1881220173145639,0.6477835960908404,0.269180818440844
P6_clean,1,split,platt,departure_missing,24810,4392,0.17702539298669892,0.1764906920724025,-0.0005347009142964154,0.5750625730780473,0.4491488027285158,0.6415226245512504,0.14066733656542182,0.00850455257600411,16559,3859,2831,1561,0.2880073800738007,0.35541894353369763,0.18899990204721323,0.6445810564663024,0.26964933494558646
P6_clean,1,split,platt,arrival_missing,24653,4378,0.177584878108141,0.1771914621137741,-0.00039341599436690244,0.5798356937450546,0.44802213682874675,0.6467152036384141,0.14018982500803975,0.0062772824931768235,16441,3834,2773,1605,0.29509100937672367,0.3666057560529922,0.18909987669543774,0.6333942439470077,0.26799983774794145
P6_clean,1,split,platt,both_missing,3031,519,0.17123061695809963,0.17077240053956988,-0.0004582164185297499,0.5122480632343869,0.45439847994675037,0.5758720377256605,0.14104137656998295,0.006992026605465743,2319,193,462,57,0.228,0.10982658959537572,0.0768312101910828,0.8901734104046243,0.2161002969317057
P6_clean,1,split,isotonic,overall,255001,45000,0.1764698961964855,0.1762905684702576,-0.00017932772622791804,0.5738718389231308,0.4508133586223291,0.6410538713836811,0.14008483490601115,0.0025575762936224213,166272,43729,27799,17201,0.28230756605941243,0.38224444444444444,0.20823234175075356,0.6177555555555555,0.2805008607809381
P6_clean,1,split,isotonic,both_observed,202507,35711,0.17634452142395077,0.1762638395717943,-8.068185215645562e-05,0.5735247052330905,0.4513001751275521,0.6412455622432287,0.13998128268169074,0.002701240704949066,131847,34949,22016,13695,0.28153523558917853,0.38349528156590407,0.20953140363078251,0.6165047184340959,0.2812989180620917
P6_clean,1,split,isotonic,departure_missing,24810,4392,0.17702539298669892,0.17648440968628037,-0.000540983300418546,0.5751459294267571,0.4491299939394675,0.6403954761245881,0.1406680274145951,0.007272296553021988,16143,4275,2693,1699,0.28439906260462,0.38683970856102,0.20937408169262414,0.61316029143898,0.28085449415558245
P6_clean,1,split,isotonic,arrival_missing,24653,4378,0.177584878108141,0.17721321379790878,-0.00037166431023222257,0.5789034782252331,0.44801646081080243,0.6469965847621697,0.14021496250895876,0.002546298021959889,16007,4268,2637,1741,0.28973206856382094,0.39767016902695296,0.2105055487053021,0.602329830973047,0.2800876161116294
P6_clean,1,split,isotonic,both_missing,3031,519,0.17123061695809963,0.16898526104993192,-0.002245355908167712,0.5144522761464312,0.45481614631819955,0.5764507627357854,0.14117127778196295,0.011760228025619648,2275,237,453,66,0.21782178217821782,0.12716763005780346,0.09434713375796179,0.8728323699421965,0.22764764104256022
P6_fixed,7,shared,none,overall,255001,45000,0.1764698961964855,0.17461420027887314,-0.0018556959176123655,0.5772582751266085,0.44737475280647837,0.6433219858741412,0.13983081962927799,0.005144223476680827,172299,37702,29394,15606,0.29275155698957006,0.3468,0.17953247841676945,0.6532,0.2631205367822087
P6_fixed,7,shared,none,both_observed,202507,35711,0.17634452142395077,0.1746800390837661,-0.0016644823401846809,0.5776031590913664,0.4470225722919996,0.6440675279241688,0.13969934224566988,0.005286609468361234,136669,30127,23238,12473,0.2927934272300469,0.3492761334042732,0.1806218374541356,0.6507238665957268,0.2635217548035377
P6_fixed,7,shared,none,departure_missing,24810,4392,0.17702539298669892,0.1744839586305378,-0.0025414343561611097,0.5745734295045547,0.4490509015226419,0.6406908287555125,0.14054461528026124,0.00668590915606608,16694,3724,2879,1513,0.28890586213481,0.34448998178506374,0.18238808894113037,0.6555100182149363,0.266142684401451
P6_fixed,7,shared,none,arrival_missing,24653,4378,0.177584878108141,0.17523496098021213,-0.002349917127928869,0.5813447730049821,0.4477523992001554,0.6470450616494647,0.14005022837609382,0.006773307629173413,16590,3685,2806,1572,0.29902986494198214,0.3590680676107812,0.181750924784217,0.6409319323892189,0.2632945280493246
P6_fixed,7,shared,none,both_missing,3031,519,0.17123061695809963,0.1662324328300504,-0.004998184128049227,0.5057170001103386,0.45411300858154413,0.5770950689100794,0.1409877766026137,0.012608066127617031,2346,166,471,48,0.22429906542056074,0.09248554913294797,0.0660828025477707,0.9075144508670521,0.21016166281755197
P6_fixed,7,shared,platt,overall,255001,45000,0.1764698961964855,0.17659784948706347,0.00012795329057796456,0.5769370841584225,0.44729787962982887,0.6433277644709627,0.13981577444069107,0.002932952426245968,171315,38686,29115,15885,0.2910886734712576,0.353,0.18421817038966481,0.647,0.2658852318226203
P6_fixed,7,shared,platt,both_observed,202507,35711,0.17634452142395077,0.17667589073739573,0.00033136931344496245,0.5770265407748904,0.44695056855781784,0.6440752457737108,0.13968577607529117,0.0031274673827566394,135878,30918,23034,12677,0.29079022823718315,0.354988658956624,0.18536415741384685,0.645011341043376,0.266420420034863
P6_fixed,7,shared,platt,departure_missing,24810,4392,0.17702539298669892,0.17645227948806957,-0.0005731134986293462,0.5755626715730222,0.44901592873727003,0.6406793094899479,0.1405536086991434,0.004574434491513782,16597,3821,2838,1554,0.28911627906976745,0.35382513661202186,0.18713879909883435,0.6461748633879781,0.26839983877468765
P6_fixed,7,shared,platt,arrival_missing,24653,4378,0.177584878108141,0.17725043322384543,-0.0003344448842955705,0.5818515347244038,0.44757849857782106,0.6470365334124946,0.1399931143166492,0.004632996399228991,16508,3767,2774,1604,0.2986408490039099,0.3663773412517131,0.18579531442663377,0.6336226587482869,0.265322678781487
